Loc_name,Status,Score,Match_type,Match_addr,Addr_type,City,Postal,Country,Distance,X,Y,idm,year,rank_1,company_na,address,address2,city_1,zip,industry,foundingye,revenue,employees,growth,high,county,state_name,county_nam,state_code,cbsa,metro,full_name,FID_2,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
USA.PointAddress,M,100,A,"8020 W Sahara Ave, Las Vegas, Nevada, 89117",PointAddress,Las Vegas,89117,USA,0,-115.266429,36.143918,20142247,2014,2247,Best Rate Referrals,8020 W Sahara Ave,Suite 100,Las Vegas,89117,Advertising & Marketing,2005,8488823,35,1.7397,1,32003,NV,Clark County,32,29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area","Las Vegas-Paradise, NV",322,32,3,2915,32003002915,29.15,Census Tract 29.15,G5020,S,2740956,0,36.1515193,-115.2705672
USA.PointAddress,M,100,A,"90 Emerald Dunes Cir, Henderson, Nevada, 89052",PointAddress,Henderson,89052,USA,0,-115.096845,35.965418,20150708,2015,708,AcquisitionsAndRenewals.com,90 Emerald Dunes Circle, ,Henderson,89052,Telecommunications,2007,8370139,2,6.3889,1,32003,NV,Clark County,32,29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area","Las Vegas-Paradise, NV",341,32,3,5715,32003005715,57.15,Census Tract 57.15,G5020,S,5229656,0,35.9637834,-115.0837287
USA.PointAddress,M,100,A,"2580 Anthem Village Dr, Henderson, Nevada, 89052",PointAddress,Henderson,89052,USA,0,-115.099405,35.980198,20141986,2014,1986,De Joya Griffith,2580 anthem village drive, ,henderson,89052,Financial Services,2005,5205424,48,2.0502,1,32003,NV,Clark County,32,29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area","Las Vegas-Paradise, NV",348,32,3,5714,32003005714,57.14,Census Tract 57.14,G5020,S,6822058,0,35.9580898,-115.1056901
USA.PointAddress,M,100,A,"2747 Paradise Rd, Las Vegas, Nevada, 89109",PointAddress,Las Vegas,89109,USA,0,-115.154825,36.1388,20120793,2012,793,Global Strategies,2747 Paradise Road,Suite 1903,Las Vegas,89109,Security,2003,5791959,25,4.313,1,32003,NV,Clark County,32,29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area","Las Vegas-Paradise, NV",350,32,3,2303,32003002303,23.03,Census Tract 23.03,G5020,S,375335,0,36.1393391,-115.157474
USA.StreetAddress,M,100,A,"3325 W Sunset Rd, Las Vegas, Nevada, 89118",StreetAddress,Las Vegas,89118,USA,0,-115.183373,36.071148,20143974,2014,3974,4Wall Lighting,3325 W Sunset Rd,Suite F,Las Vegas,89118,Business Products & Services,1999,59381638,202,0.7575,1,32003,NV,Clark County,32,29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area","Las Vegas-Paradise, NV",368,32,3,2962,32003002962,29.62,Census Tract 29.62,G5020,S,12303934,0,36.0821955,-115.199468
USA.PointAddress,M,100,A,"5800 S Valley View Blvd, Las Vegas, Nevada, 89118",PointAddress,Las Vegas,89118,USA,0,-115.189856,36.08399,20082752,2008,2746,Desert Specialty Rigging Supply,5800 S. Valley View Blvd.,#107,Las Vegas,89118,Construction,1996,4593208,13,1.3257,1,32003,NV,Clark County,32,29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area","Las Vegas-Paradise, NV",368,32,3,2962,32003002962,29.62,Census Tract 29.62,G5020,S,12303934,0,36.0821955,-115.199468
USA.PointAddress,M,100,A,"4575 W Post Rd, Las Vegas, Nevada, 89118",PointAddress,Las Vegas,89118,USA,0,-115.20382,36.075363,20082794,2008,2788,Eagle Promotions,4575 W Post Rd, ,Las Vegas,89118,Advertising & Marketing,1995,12011649,80,1.3021,1,32003,NV,Clark County,32,29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area","Las Vegas-Paradise, NV",368,32,3,2962,32003002962,29.62,Census Tract 29.62,G5020,S,12303934,0,36.0821955,-115.199468
USA.PointAddress,M,100,A,"4425 W Sunset Rd, Las Vegas, Nevada, 89118",PointAddress,Las Vegas,89118,USA,0,-115.199701,36.071713,20153737,2015,3737,Proforma GPS Global Promotional Sourcing,4425 W. Sunset Rd., ,Las Vegas,89118,Advertising & Marketing,2001,9328000,8,0.824,1,32003,NV,Clark County,32,29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area","Las Vegas-Paradise, NV",368,32,3,2962,32003002962,29.62,Census Tract 29.62,G5020,S,12303934,0,36.0821955,-115.199468
USA.StreetAddress,M,100,A,"3455 W Reno Ave, Las Vegas, Nevada, 89118",StreetAddress,Las Vegas,89118,USA,0,-115.187267,36.097249,20141222,2014,1222,Universal Industries,3455 W. Reno Ave,Suite A,Las Vegas,89118,Consumer Products & Services,2008,4152730,8,3.5743,1,32003,NV,Clark County,32,29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area","Las Vegas-Paradise, NV",368,32,3,2962,32003002962,29.62,Census Tract 29.62,G5020,S,12303934,0,36.0821955,-115.199468
USA.PointAddress,M,100,A,"10785 W Twain Ave, Las Vegas, Nevada, 89135",PointAddress,Las Vegas,89135,USA,0,-115.326492,36.124075,20150935,2015,935,Marketing with you,"10785 W. Twain Ave.,",Suite 102,Las Vegas,89135,Advertising & Marketing,2008,1975804,13,4.7715,1,32003,NV,Clark County,32,29820,"Las Vegas-Paradise, NV Metropolitan Statistical Area","Las Vegas-Paradise, NV",381,32,3,5844,32003005844,58.44,Census Tract 58.44,G5020,S,2809422,0,36.1353551,-115.328675
